resultId,raceId,driverId,teamId,grid,position,points,status,fastestLapTime,gapToWinnerSeconds
12074,202504,14,7,5,15,0,Finished,1:32.2,58.3
12075,202504,15,8,13,5,10,Finished,1:31.9,30.7
12076,202504,16,8,10,14,0,Finished,1:32.0,51.6
12077,202504,22,9,20,7,6,Finished,1:32.8,35.1
12078,202504,18,9,19,18,0,Finished,1:32.6,67.6
12079,202504,19,10,17,11,0,Finished,1:32.4,45.5
12080,202504,20,10,7,1,25,Finished,1:30.8,0.0
12081,202505,1,1,1,8,4,Finished,1:23.9,28.6
12082,202505,2,1,2,,0,Engine,,
12083,202505,4,2,15,,0,Engine,,
12084,202505,3,2,3,5,10,Finished,1:23.3,12.0
12085,202505,5,3,11,3,15,Finished,1:24.4,10.9
12086,202505,24,3,5,12,0,Finished,1:25.4,44.4
12087,202505,7,4,13,2,18,Finished,,4.2
12088,202505,8,4,6,,0,Gearbox,,
12089,202505,9,5,12,17,0,Finished,1:25.8,72.0
12090,202505,23,5,16,13,0,Finished,1:25.4,47.6
12091,202505,11,6,19,6,8,Finished,1:24.2,21.9
12092,202505,12,6,14,1,25,Finished,1:23.6,0.0
12093,202505,13,7,4,7,6,Finished,1:25.0,23.1
12094,202505,14,7,9,15,0,Finished,1:24.9,48.8
12095,202505,15,8,7,10,1,Finished,,36.3
12096,202505,16,8,10,11,0,Finished,1:24.1,43.9
12097,202505,22,9,20,16,0,Finished,1:25.1,68.7
12098,202505,18,9,18,4,12,Finished,1:23.4,11.9
12099,202505,19,10,8,9,2,Finished,1:25.0,32.9
12100,202505,20,10,17,14,0,Finished,1:24.8,48.5
12101,202506,1,1,1,,0,Suspension,,
12102,202506,2,1,2,1,25,Finished,1:23.8,0.0
12103,202506,4,2,9,7,6,Finished,1:23.8,17.0
12104,202506,3,2,3,5,10,Finished,1:23.9,12.4
12105,202506,5,3,6,15,0,Finished,1:24.5,41.2
12106,202506,24,3,11,14,0,Finished,1:25.1,40.8
12107,202506,7,4,10,8,4,Finished,1:24.1,22.2
12108,202506,8,4,7,3,15,Finished,1:23.8,9.1
12109,202506,9,5,17,13,0,Finished,1:25.2,40.0
12110,202506,23,5,14,2,18,Finished,1:23.0,8.3
12111,202506,11,6,18,17,0,Finished,1:24.3,53.6
12112,202506,12,6,13,9,2,Finished,1:23.6,27.1
12113,202506,13,7,5,12,0,Finished,1:24.7,33.0
12114,202506,14,7,4,10,1,Finished,1:24.4,30.1
12115,202506,15,8,8,6,8,Finished,1:24.0,14.7
12116,202506,16,8,19,16,0,Finished,1:23.9,42.4
12117,202506,22,9,20,11,0,Finished,1:24.2,32.5
12118,202506,18,9,12,18,0,Finished,1:24.4,59.0
12119,202506,19,10,15,,0,Gearbox,,
12120,202506,20,10,16,4,12,Finished,1:23.9,11.1
12121,202507,1,1,3,3,15,Finished,1:29.3,8.8
12122,202507,2,1,2,2,18,Finished,,7.3
12123,202507,4,2,7,17,0,Finished,1:30.7,53.8
12124,202507,3,2,1,1,25,Finished,1:28.4,0.0
12125,202507,5,3,10,10,1,Finished,1:30.0,36.5
12126,202507,24,3,6,12,0,Finished,1:29.9,41.6
12127,202507,7,4,4,13,0,Finished,,42.0
12128,202507,8,4,5,11,0,Finished,1:30.8,38.4
12129,202507,9,5,9,8,4,Finished,1:30.4,23.3
12130,202507,23,5,12,9,2,Finished,,28.7
12131,202507,11,6,15,7,6,Finished,1:29.9,22.7
12132,202507,12,6,19,6,8,Finished,1:29.1,21.5
12133,202507,13,7,11,16,0,Finished,1:29.6,49.5
12134,202507,14,7,8,14,0,Finished,1:30.4,44.8
12135,202507,15,8,17,20,0,Finished,1:30.7,78.8
12136,202507,16,8,14,5,10,Finished,1:29.0,18.7
12137,202507,22,9,20,4,12,Finished,1:28.7,13.9
12138,202507,18,9,16,15,0,Finished,1:30.8,47.0
12139,202507,19,10,13,18,0,Finished,1:31.4,62.2
12140,202507,20,10,18,19,0,Finished,1:31.1,63.5
12141,202508,1,1,1,6,8,Finished,1:31.7,13.8
12142,202508,2,1,3,2,18,Finished,1:31.3,0.9
12143,202508,4,2,12,15,0,Finished,1:32.2,35.0
12144,202508,3,2,2,7,6,Finished,1:31.6,14.1
12145,202508,5,3,6,9,2,Finished,1:31.8,21.7
12146,202508,24,3,7,11,0,Finished,1:31.8,24.3
12147,202508,7,4,4,18,0,Finished,1:32.3,51.8
12148,202508,8,4,8,17,0,Finished,1:32.2,40.1
12149,202508,9,5,13,12,0,Finished,1:30.6,27.5
12150,202508,23,5,9,16,0,Finished,1:31.1,36.1
12151,202508,11,6,14,,0,Collision,,
12152,202508,12,6,18,1,25,Finished,1:30.2,0.0
12153,202508,13,7,5,,0,Brakes,,
12154,202508,14,7,10,5,10,Finished,1:31.4,7.9
12155,202508,15,8,15,14,0,Finished,1:31.5,32.8
12156,202508,16,8,16,8,4,Finished,1:30.9,21.2
12157,202508,22,9,20,3,15,Finished,1:31.1,1.5
12158,202508,18,9,17,10,1,Finished,1:31.1,23.8
12159,202508,19,10,19,4,12,Finished,1:30.1,2.2
12160,202508,20,10,11,13,0,Finished,1:31.2,29.5
12161,202509,1,1,2,7,6,Finished,1:25.0,31.0
12162,202509,2,1,4,15,0,Finished,1:25.5,53.6
12163,202509,4,2,3,3,15,Finished,1:24.4,13.6
12164,202509,3,2,1,,0,Suspension,1:25.5,
12165,202509,5,3,5,,0,Engine,,
12166,202509,24,3,6,10,1,Finished,1:26.0,36.6
12167,202509,7,4,14,2,18,Finished,1:25.1,2.6
12168,202509,8,4,10,4,12,Finished,1:24.8,23.0
12169,202509,9,5,15,5,10,Finished,1:25.2,28.5
12170,202509,23,5,13,16,0,Finished,1:27.1,60.1
12171,202509,11,6,11,18,0,Finished,1:27.6,79.8
12172,202509,12,6,9,1,25,Finished,1:25.0,0.0
12173,202509,13,7,7,8,4,Finished,1:25.3,34.6
12174,202509,14,7,8,12,0,Finished,1:25.5,47.5
12175,202509,15,8,19,9,2,Finished,1:26.0,35.5
12176,202509,16,8,17,11,0,Finished,1:25.7,43.5
12177,202509,22,9,18,13,0,Finished,1:26.0,49.9
12178,202509,18,9,20,17,0,Finished,1:26.6,67.8
12179,202509,19,10,12,6,8,Finished,1:25.8,29.2
12180,202509,20,10,16,14,0,Finished,1:26.5,51.0
12181,202510,1,1,2,1,25,Finished,,0.0
12182,202510,2,1,4,7,6,Finished,,32.4
12183,202510,4,2,3,,0,Collision,,
12184,202510,3,2,1,2,18,Finished,1:22.6,2.2
12185,202510,5,3,9,15,0,Finished,1:24.2,46.5
12186,202510,24,3,5,11,0,Finished,1:23.9,40.7
12187,202510,7,4,8,10,1,Finished,1:24.5,39.7
12188,202510,8,4,6,6,8,Finished,1:24.0,31.9
12189,202510,9,5,15,5,10,Finished,1:23.9,28.5
12190,202510,23,5,11,16,0,Finished,1:24.1,51.2
12191,202510,11,6,20,12,0,Finished,1:24.7,42.8
12192,202510,12,6,16,14,0,Finished,1:24.3,43.7
12193,202510,13,7,7,4,12,Finished,1:24.7,23.6
12194,202510,14,7,10,8,4,Finished,1:24.9,34.7
12195,202510,15,8,14,17,0,Finished,1:25.0,64.5
12196,202510,16,8,19,19,0,Finished,1:25.1,76.9
12197,202510,22,9,17,3,15,Finished,1:24.6,21.7
12198,202510,18,9,13,9,2,Finished,1:24.7,38.1
12199,202510,19,10,12,13,0,Finished,1:24.0,43.4
12200,202510,20,10,18,18,0,Finished,1:24.5,72.9
12201,202511,1,1,3,7,6,Finished,1:31.0,41.6
12202,202511,2,1,4,11,0,Finished,1:31.5,53.7
12203,202511,4,2,2,4,12,Finished,1:32.0,35.1
12204,202511,3,2,1,1,25,Finished,,0.0
12205,202511,5,3,5,5,10,Finished,1:31.3,37.8
12206,202511,24,3,7,,0,Gearbox,1:31.9,
12207,202511,7,4,10,9,2,Finished,1:32.1,47.9
12208,202511,8,4,8,13,0,Finished,1:32.2,59.6
12209,202511,9,5,12,,0,Engine,,
12210,202511,23,5,13,6,8,Finished,1:32.2,41.5
12211,202511,11,6,17,15,0,Finished,1:31.8,63.8
12212,202511,12,6,15,10,1,Finished,1:32.2,52.6
12213,202511,13,7,6,2,18,Finished,1:31.2,26.8
12214,202511,14,7,9,3,15,Finished,1:31.2,28.2
12215,202511,15,8,20,16,0,Finished,1:31.8,69.8
12216,202511,16,8,19,14,0,Finished,1:31.6,62.3
12217,202511,22,9,16,17,0,Finished,1:31.8,72.1
12218,202511,18,9,18,18,0,Finished,1:33.4,94.9
12219,202511,19,10,11,12,0,Finished,1:31.8,56.4
12220,202511,20,10,14,8,4,Finished,1:30.9,42.6
12221,202512,1,1,2,2,18,Finished,,9.9
12222,202512,2,1,3,3,15,Finished,1:28.0,15.8
12223,202512,4,2,4,1,25,Finished,1:27.1,0.0
12224,202512,3,2,1,4,12,Finished,1:28.5,22.5
12225,202512,5,3,17,19,0,Finished,1:29.0,62.2
12226,202512,24,3,7,13,0,Finished,1:28.8,49.6
12227,202512,7,4,9,10,1,Finished,1:29.0,45.3
12228,202512,8,4,8,11,0,Finished,1:29.3,45.7
12229,202512,9,5,12,5,10,Finished,1:29.2,30.5
12230,202512,23,5,10,14,0,Finished,1:29.5,49.9
12231,202512,11,6,13,12,0,Finished,1:28.3,48.6
12232,202512,12,6,19,17,0,Finished,1:29.6,55.5
12233,202512,13,7,5,8,4,Finished,1:29.4,36.2
12234,202512,14,7,6,9,2,Finished,1:29.2,39.4
12235,202512,15,8,15,15,0,Finished,1:29.9,53.0
12236,202512,16,8,18,16,0,Finished,1:29.9,55.4
12237,202512,22,9,20,20,0,Finished,1:29.5,80.8
12238,202512,18,9,14,18,0,Finished,1:28.7,58.2
12239,202512,19,10,11,7,6,Finished,1:29.4,36.1
12240,202512,20,10,16,6,8,Finished,1:28.0,35.5
12241,202513,1,1,3,2,18,Finished,1:23.9,9.5
12242,202513,2,1,2,5,10,Finished,1:24.9,19.3
12243,202513,4,2,5,3,15,Finished,1:24.3,15.2
12244,202513,3,2,1,1,25,Finished,1:23.9,0.0
12245,202513,5,3,4,18,0,Finished,1:25.5,51.2
12246,202513,24,3,7,15,0,Finished,1:24.6,44.5
12247,202513,7,4,9,9,2,Finished,1:24.6,37.8
12248,202513,8,4,6,10,1,Finished,1:25.4,39.3
12249,202513,9,5,14,7,6,Finished,1:25.2,31.9
12250,202513,23,5,12,6,8,Finished,1:25.4,27.2
12251,202513,11,6,15,20,0,Finished,1:26.7,67.7
12252,202513,12,6,19,16,0,Finished,1:25.5,45.6
12253,202513,13,7,8,17,0,Finished,1:25.5,47.1
12254,202513,14,7,10,8,4,Finished,1:25.1,32.8
12255,202513,15,8,18,11,0,Finished,1:25.9,39.5
12256,202513,16,8,20,19,0,Finished,1:25.3,57.5
12257,202513,22,9,16,13,0,Finished,1:25.0,40.6
12258,202513,18,9,13,12,0,Finished,1:25.1,39.6
12259,202513,19,10,11,14,0,Finished,1:25.9,41.1
12260,202513,20,10,17,4,12,Finished,1:23.9,19.3
12261,202514,1,1,2,9,2,Finished,1:32.2,31.1
12262,202514,2,1,5,3,15,Finished,1:32.9,11.1
12263,202514,4,2,3,1,25,Finished,1:32.6,0.0
12264,202514,3,2,1,2,18,Finished,1:31.5,7.7
12265,202514,5,3,11,15,0,Finished,1:33.1,43.9
12266,202514,24,3,8,6,8,Finished,1:31.8,25.8
12267,202514,7,4,4,5,10,Finished,1:32.6,24.3
12268,202514,8,4,6,8,4,Finished,1:32.9,30.4
12269,202514,9,5,20,10,1,Finished,1:32.0,31.5
12270,202514,23,5,18,18,0,Finished,,53.1
12271,202514,11,6,12,7,6,Finished,1:31.9,29.9
12272,202514,12,6,13,12,0,Finished,1:32.8,35.8
12273,202514,13,7,10,11,0,Finished,1:33.2,34.2
12274,202514,14,7,9,19,0,Finished,1:32.7,62.6
12275,202514,15,8,16,4,12,Finished,1:32.2,20.1
12276,202514,16,8,14,13,0,Finished,1:33.4,41.3
12277,202514,22,9,15,16,0,Finished,1:32.6,48.3
12278,202514,18,9,17,14,0,Finished,1:32.7,43.6
12279,202514,19,10,19,17,0,Finished,1:33.6,49.7
12280,202514,20,10,7,,0,Electrical,,
12281,202515,1,1,3,,0,Gearbox,,
12282,202515,2,1,4,6,8,Finished,1:33.5,32.8
12283,202515,4,2,2,3,15,Finished,1:32.5,20.5
12284,202515,3,2,1,,0,Electrical,1:31.3,
12285,202515,5,3,9,4,12,Finished,1:33.5,31.8
12286,202515,24,3,7,2,18,Finished,1:31.3,2.5
12287,202515,7,4,8,9,2,Finished,1:32.6,42.0
12288,202515,8,4,5,5,10,Finished,1:33.3,32.5
12289,202515,9,5,15,13,0,Finished,1:33.4,55.6
12290,202515,23,5,19,12,0,Finished,1:32.9,54.3
12291,202515,11,6,11,1,25,Finished,1:32.4,0.0
12292,202515,12,6,13,11,0,Finished,1:33.8,52.6
12293,202515,13,7,16,8,4,Finished,1:32.6,37.1
12294,202515,14,7,6,,0,Engine,,
12295,202515,15,8,10,14,0,Finished,1:33.9,59.6
12296,202515,16,8,12,10,1,Finished,1:32.9,52.2
12297,202515,22,9,18,,0,Brakes,,
12298,202515,18,9,20,7,6,Finished,,32.9
12299,202515,19,10,17,16,0,Finished,1:33.5,77.2
12300,202515,20,10,14,15,0,Finished,,71.8
12301,202516,1,1,3,2,18,Finished,1:23.6,3.9
12302,202516,2,1,4,9,2,Finished,1:25.7,34.1
12303,202516,4,2,2,1,25,Finished,1:23.7,0.0
12304,202516,3,2,1,3,15,Finished,1:25.1,10.8
12305,202516,5,3,5,4,12,Finished,,19.0
12306,202516,24,3,9,5,10,Finished,1:25.1,29.5
12307,202516,7,4,8,11,0,Finished,1:25.0,44.6
12308,202516,8,4,10,19,0,Finished,1:26.4,61.9
12309,202516,9,5,12,,0,Collision,,
12310,202516,23,5,13,17,0,Finished,,54.7
12311,202516,11,6,16,7,6,Finished,1:24.8,32.5
12312,202516,12,6,17,14,0,Finished,1:26.2,51.7
12313,202516,13,7,6,8,4,Finished,1:25.2,32.8
12314,202516,14,7,7,10,1,Finished,1:24.8,34.7
12315,202516,15,8,20,18,0,Finished,1:26.3,59.0
12316,202516,16,8,11,16,0,Finished,1:25.1,52.7
12317,202516,22,9,18,15,0,Finished,1:26.3,52.2
12318,202516,18,9,19,6,8,Finished,1:25.8,31.3
12319,202516,19,10,15,13,0,Finished,1:24.9,50.3
12320,202516,20,10,14,12,0,Finished,1:25.3,48.7
12321,202517,1,1,2,1,25,Finished,1:21.4,0.0
12322,202517,2,1,4,,0,Gearbox,1:21.9,
12323,202517,4,2,3,3,15,Finished,1:21.5,8.2
12324,202517,3,2,1,2,18,Finished,1:21.3,1.0
12325,202517,5,3,11,4,12,Finished,1:22.0,14.4
12326,202517,24,3,12,7,6,Finished,,17.4
12327,202517,7,4,6,10,1,Finished,1:23.1,23.4
12328,202517,8,4,5,9,2,Finished,1:22.6,21.2
12329,202517,9,5,10,12,0,Finished,1:23.1,34.2
12330,202517,23,5,20,18,0,Finished,1:23.8,48.4
12331,202517,11,6,16,14,0,Finished,1:22.6,35.9
12332,202517,12,6,17,13,0,Finished,1:22.5,34.5
12333,202517,13,7,13,,0,Hydraulics,,
12334,202517,14,7,7,16,0,Finished,1:23.7,43.5
12335,202517,15,8,14,6,8,Finished,1:21.9,15.4
12336,202517,16,8,9,15,0,Finished,1:23.3,37.5
12337,202517,22,9,19,17,0,Finished,1:23.0,47.3
12338,202517,18,9,18,8,4,Finished,1:21.9,19.5
12339,202517,19,10,15,5,10,Finished,,14.5
12340,202517,20,10,8,11,0,Finished,1:23.0,25.9
12341,202518,1,1,2,9,2,Finished,1:29.8,31.3
12342,202518,2,1,4,6,8,Finished,1:28.8,25.8
12343,202518,4,2,3,8,4,Finished,1:28.8,29.7
12344,202518,3,2,1,1,25,Finished,1:27.9,0.0
12345,202518,5,3,10,12,0,Finished,1:29.2,38.6
12346,202518,24,3,7,11,0,Finished,,36.0
12347,202518,7,4,6,2,18,Finished,1:29.2,11.8
12348,202518,8,4,5,18,0,Finished,,49.3
12349,202518,9,5,13,19,0,Finished,1:29.2,57.9
12350,202518,23,5,17,17,0,Finished,1:30.1,46.5
12351,202518,11,6,9,14,0,Finished,1:29.8,43.4
12352,202518,12,6,18,5,10,Finished,1:29.0,21.3
12353,202518,13,7,8,3,15,Finished,1:29.3,13.2
12354,202518,14,7,11,4,12,Finished,1:29.6,15.6
12355,202518,15,8,20,16,0,Finished,1:29.4,44.3
12356,202518,16,8,12,,0,Collision,1:29.9,
12357,202518,22,9,15,15,0,Finished,,43.8
12358,202518,18,9,16,7,6,Finished,1:29.3,27.8
12359,202518,19,10,19,10,1,Finished,1:29.7,31.4
12360,202518,20,10,14,13,0,Finished,,42.0
12361,202519,1,1,1,1,25,Finished,1:25.7,0.0
12362,202519,2,1,6,3,15,Finished,1:24.4,6.5
12363,202519,4,2,3,4,12,Finished,1:25.0,13.9
12364,202519,3,2,2,10,1,Finished,1:25.8,36.9
12365,202519,5,3,5,13,0,Finished,1:26.4,41.5
12366,202519,24,3,7,2,18,Finished,1:24.8,0.1
12367,202519,7,4,10,6,8,Finished,,25.5
12368,202519,8,4,4,14,0,Finished,1:26.4,41.8
12369,202519,9,5,13,15,0,Finished,1:26.3,44.5
12370,202519,23,5,18,12,0,Finished,1:25.7,39.8
12371,202519,11,6,16,7,6,Finished,1:26.3,31.5
12372,202519,12,6,12,8,4,Finished,1:26.3,32.8
12373,202519,13,7,8,9,2,Finished,1:26.7,35.3
12374,202519,14,7,9,11,0,Finished,1:25.2,37.2
12375,202519,15,8,19,17,0,Finished,1:26.1,56.4
12376,202519,16,8,11,16,0,Finished,1:26.1,52.6
12377,202519,22,9,15,19,0,Finished,1:27.8,78.2
12378,202519,18,9,20,18,0,Finished,1:27.0,59.1
12379,202519,19,10,14,,0,Brakes,1:26.0,
12380,202519,20,10,17,5,10,Finished,1:26.1,17.2
12381,202520,1,1,2,1,25,Finished,1:29.1,0.0
12382,202520,2,1,4,3,15,Finished,1:29.8,11.9
12383,202520,4,2,3,2,18,Finished,1:29.1,4.1
12384,202520,3,2,1,14,0,Finished,1:30.3,51.7
12385,202520,5,3,5,5,10,Finished,,22.9
12386,202520,24,3,10,7,6,Finished,1:30.1,24.9
12387,202520,7,4,8,6,8,Finished,1:29.3,23.1
12388,202520,8,4,12,9,2,Finished,1:30.7,33.9
12389,202520,9,5,6,,0,Engine,,
12390,202520,23,5,11,17,0,Finished,1:30.4,58.2
12391,202520,11,6,17,16,0,Finished,1:29.9,55.4
12392,202520,12,6,15,12,0,Finished,1:30.3,45.9
12393,202520,13,7,7,8,4,Finished,1:30.2,33.5
12394,202520,14,7,9,11,0,Finished,1:30.0,37.1
12395,202520,15,8,20,4,12,Finished,,22.7
12396,202520,16,8,16,13,0,Finished,1:29.6,51.6
12397,202520,22,9,19,18,0,Finished,1:31.1,75.6
12398,202520,18,9,13,10,1,Finished,,36.4
12399,202520,19,10,18,,0,Gearbox,,
12400,202520,20,10,14,15,0,Finished,1:29.9,54.5
12401,202521,1,1,2,1,25,Finished,1:26.2,0.0
12402,202521,2,1,3,2,18,Finished,1:26.1,11.5
12403,202521,4,2,5,8,4,Finished,1:26.9,34.5
12404,202521,3,2,1,4,12,Finished,1:26.2,16.3
12405,202521,5,3,4,5,10,Finished,1:27.7,25.0
12406,202521,24,3,9,3,15,Finished,1:27.5,13.4
12407,202521,7,4,10,6,8,Finished,1:27.8,26.7
12408,202521,8,4,7,7,6,Finished,1:26.9,28.8
12409,202521,9,5,11,,0,Engine,1:26.6,
12410,202521,23,5,15,16,0,Finished,,59.2
12411,202521,11,6,16,17,0,Finished,1:27.8,62.7
12412,202521,12,6,18,13,0,Finished,1:27.1,49.2
12413,202521,13,7,8,10,1,Finished,1:26.9,39.7
12414,202521,14,7,6,12,0,Finished,1:27.7,41.2
12415,202521,15,8,14,15,0,Finished,1:27.3,57.1
12416,202521,16,8,17,18,0,Finished,1:27.9,63.8
12417,202521,22,9,19,9,2,Finished,1:27.7,38.1
12418,202521,18,9,20,14,0,Finished,1:28.2,55.4
12419,202521,19,10,13,,0,Engine,,
12420,202521,20,10,12,11,0,Finished,1:28.0,40.7
12421,202522,1,1,1,2,18,Finished,1:28.8,4.2
12422,202522,2,1,4,3,15,Finished,1:28.6,13.4
12423,202522,4,2,3,1,25,Finished,1:27.4,0.0
12424,202522,3,2,2,4,12,Finished,1:29.1,19.1
12425,202522,5,3,10,10,1,Finished,1:28.5,38.3
12426,202522,24,3,8,13,0,Finished,1:28.8,47.2
12427,202522,7,4,7,5,10,Finished,1:29.4,20.6
12428,202522,8,4,6,16,0,Finished,1:29.7,47.9
12429,202522,9,5,9,8,4,Finished,1:28.7,33.0
12430,202522,23,5,11,17,0,Finished,1:29.5,53.1
12431,202522,11,6,15,15,0,Finished,1:30.1,47.9
12432,202522,12,6,16,14,0,Finished,1:29.8,47.3
12433,202522,13,7,12,6,8,Finished,1:28.7,25.9
12434,202522,14,7,5,11,0,Finished,1:28.9,40.6
12435,202522,15,8,13,19,0,Finished,1:29.2,63.9
12436,202522,16,8,19,9,2,Finished,1:29.7,37.2
12437,202522,22,9,18,12,0,Finished,1:29.2,41.7
12438,202522,18,9,20,7,6,Finished,1:29.6,32.9
12439,202522,19,10,17,18,0,Finished,1:30.0,62.4
12440,202522,20,10,14,,0,Electrical,,
111383,202420,4,2,3,4,12,Finished,1:31.2,39.4
110279,202314,19,10,7,5,10,Finished,1:29.5,66.3
110272,202314,12,6,17,7,6,Finished,,75.5
